"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"BHARATFIN","EQ","10-Feb-2017","        815.95","        820.70","        826.40","        811.40","        816.70","        816.85","        818.65","    1297063","          1061837708.25","      25484","     382490","         29.49"
"BHARATFIN","EQ","13-Feb-2017","        816.85","        819.95","        834.00","        813.50","        830.95","        829.60","        825.34","    2280429","          1882138934.20","      41391","     369419","         16.20"
"BHARATFIN","EQ","14-Feb-2017","        829.60","        834.25","        841.95","        827.60","        834.90","        836.95","        835.94","    1883427","          1574434769.50","      34360","     295971","         15.71"
"BHARATFIN","EQ","15-Feb-2017","        836.95","        839.85","        846.70","        808.80","        820.50","        819.85","        827.53","    2462226","          2037572059.10","      40994","     486542","         19.76"
"BHARATFIN","EQ","16-Feb-2017","        819.85","        822.50","        839.90","        813.00","        837.75","        836.75","        825.49","    1855262","          1531492734.30","      33656","     498114","         26.85"
"BHARATFIN","EQ","17-Feb-2017","        836.75","        840.95","        876.70","        834.00","        866.85","        868.30","        860.92","    4722222","          4065452585.75","      79673","     770740","         16.32"
"BHARATFIN","EQ","20-Feb-2017","        868.30","        871.00","        878.45","        861.50","        870.00","        871.35","        872.05","    2273723","          1982789446.40","      47934","     651740","         28.66"
"BHARATFIN","EQ","21-Feb-2017","        871.35","        875.40","        876.70","        865.25","        870.40","        869.80","        870.25","    1788655","          1556576563.50","      22989","     743929","         41.59"
"BHARATFIN","EQ","22-Feb-2017","        869.80","        874.15","        874.15","        853.00","        862.00","        863.15","        861.67","    1309160","          1128061065.70","      35257","     169917","         12.98"
"BHARATFIN","EQ","23-Feb-2017","        863.15","        863.15","        884.85","        862.95","        869.80","        870.40","        874.95","    2709473","          2370649202.35","      40288","     746586","         27.55"
"BHARATFIN","EQ","27-Feb-2017","        870.40","        865.15","        867.70","        835.15","        850.00","        851.80","        852.71","    2602275","          2218989619.55","      41731","     680368","         26.15"
"BHARATFIN","EQ","28-Feb-2017","        851.80","        852.90","        860.00","        841.10","        842.10","        843.85","        849.75","    1909431","          1622532640.85","      43846","     691699","         36.23"
"BHARATFIN","EQ","01-Mar-2017","        843.85","        847.95","        851.90","        815.40","        818.00","        818.40","        828.65","    3071494","          2545207105.10","      60237","    1183496","         38.53"
"BHARATFIN","EQ","02-Mar-2017","        818.40","        825.90","        829.80","        757.45","        797.00","        794.80","        796.08","    9752649","          7763883327.35","     163004","    2357206","         24.17"
"BHARATFIN","EQ","03-Mar-2017","        794.80","        798.00","        815.45","        774.15","        814.00","        807.75","        792.86","    4376694","          3470110137.00","      68115","     527559","         12.05"
"BHARATFIN","EQ","06-Mar-2017","        807.75","        818.00","        825.30","        796.60","        797.25","        802.50","        810.68","    2796656","          2267191125.55","      47070","     573752","         20.52"
"BHARATFIN","EQ","07-Mar-2017","        802.50","        770.00","        819.15","        753.95","        816.60","        816.25","        792.62","   12237347","          9699513130.40","     157014","    2219584","         18.14"
"BHARATFIN","EQ","08-Mar-2017","        816.25","        815.70","        859.95","        808.15","        853.00","        851.80","        836.88","   11400881","          9541126360.95","     164965","    2746260","         24.09"
"BHARATFIN","EQ","09-Mar-2017","        851.80","        853.00","        862.20","        836.50","        838.00","        839.45","        847.35","    5463380","          4629417459.50","      95497","    1014482","         18.57"
"BHARATFIN","EQ","10-Mar-2017","        839.45","        840.00","        859.70","        822.25","        824.75","        828.65","        840.59","    6826605","          5738368770.65","     100507","    2149804","         31.49"
"BHARATFIN","EQ","14-Mar-2017","        828.65","        850.00","        850.00","        809.30","        810.30","        811.90","        823.56","    4766541","          3925548017.00","      96525","    1592516","         33.41"
"BHARATFIN","EQ","15-Mar-2017","        811.90","        809.00","        824.25","        796.10","        802.00","        801.90","        812.45","    4101219","          3332031548.75","      77028","     768205","         18.73"
"BHARATFIN","EQ","16-Mar-2017","        801.90","        812.00","        813.80","        798.60","        806.00","        805.10","        806.16","    4294175","          3461803037.50","      67568","    1049537","         24.44"
"BHARATFIN","EQ","17-Mar-2017","        805.10","        808.50","        838.80","        808.05","        831.00","        832.45","        829.51","    8661840","          7185078911.00","     107339","    2941428","         33.96"
"BHARATFIN","EQ","20-Mar-2017","        832.45","        834.70","        838.80","        820.00","        820.20","        826.20","        830.45","    2564300","          2129529744.65","      46024","     853260","         33.27"
"BHARATFIN","EQ","21-Mar-2017","        826.20","        827.50","        832.00","        806.30","        830.00","        825.55","        822.57","    3391690","          2789899169.65","      83716","    1283486","         37.84"
"BHARATFIN","EQ","22-Mar-2017","        825.55","        824.70","        832.00","        802.00","        807.25","        805.85","        815.49","    3793234","          3093351150.25","     113339","    1201518","         31.68"
"BHARATFIN","EQ","23-Mar-2017","        805.85","        815.00","        846.00","        813.90","        840.70","        841.65","        830.88","    8690126","          7220491542.70","     114590","    3917299","         45.08"
"BHARATFIN","EQ","24-Mar-2017","        841.65","        845.00","        852.70","        832.30","        845.00","        844.00","        841.76","    3754787","          3160630048.50","      62422","     930882","         24.79"
"BHARATFIN","EQ","27-Mar-2017","        844.00","        849.50","        862.00","        842.10","        856.00","        857.30","        853.70","    4101344","          3501322315.00","      53859","    1376291","         33.56"
"BHARATFIN","EQ","28-Mar-2017","        857.30","        870.00","        876.80","        790.90","        829.00","        835.65","        835.79","   11547962","          9651681770.05","     165490","    1888354","         16.35"
"BHARATFIN","EQ","29-Mar-2017","        835.65","        830.20","        841.95","        796.00","        798.00","        802.90","        818.66","    9445484","          7732658055.40","     165673","    2496147","         26.43"
"BHARATFIN","EQ","30-Mar-2017","        802.90","        808.00","        828.00","        803.10","        810.00","        807.30","        814.33","    9134523","          7438526962.25","     116013","    3629960","         39.74"
"BHARATFIN","EQ","31-Mar-2017","        807.30","        814.85","        818.80","        803.55","        808.00","        808.40","        810.09","    2781475","          2253250445.20","      46850","     730573","         26.27"
"BHARATFIN","EQ","03-Apr-2017","        808.40","        815.95","        823.80","        810.00","        818.00","        818.30","        817.63","    2131977","          1743166935.25","      35454","     564923","         26.50"
"BHARATFIN","EQ","05-Apr-2017","        818.30","        810.00","        810.00","        785.60","        797.00","        796.95","        799.48","    5753905","          4600160317.80","      79387","    2287009","         39.75"
"BHARATFIN","EQ","06-Apr-2017","        796.95","        797.00","        802.65","        763.05","        769.95","        773.15","        776.64","    7461301","          5794770876.85","     132755","    2590099","         34.71"
"BHARATFIN","EQ","07-Apr-2017","        773.15","        766.00","        807.40","        760.80","        789.00","        788.85","        789.68","    8527310","          6733879589.45","     125615","    2551574","         29.92"
"BHARATFIN","EQ","10-Apr-2017","        788.85","        792.70","        797.90","        769.00","        778.00","        777.80","        779.93","    4442087","          3464516980.70","      73292","    1054402","         23.74"
"BHARATFIN","EQ","11-Apr-2017","        777.80","        777.00","        784.35","        764.25","        766.00","        767.35","        773.13","    3576806","          2765319064.35","      64242","    1295612","         36.22"
"BHARATFIN","EQ","12-Apr-2017","        767.35","        766.65","        773.50","        740.00","        748.50","        745.75","        754.10","    4724104","          3562431745.00","      80507","     965885","         20.45"
"BHARATFIN","EQ","13-Apr-2017","        745.75","        748.75","        775.00","        734.40","        771.90","        771.90","        764.48","    5048686","          3859602894.45","     100319","    1334673","         26.44"
"BHARATFIN","EQ","17-Apr-2017","        771.90","        775.00","        776.90","        756.00","        757.95","        761.25","        765.05","    2451419","          1875453466.95","      45073","     635980","         25.94"
"BHARATFIN","EQ","18-Apr-2017","        761.25","        765.00","        773.95","        725.55","        733.95","        734.75","        751.66","    4147732","          3117669702.45","      65943","    1388788","         33.48"
"BHARATFIN","EQ","19-Apr-2017","        734.75","        738.00","        762.10","        720.00","        747.85","        748.15","        741.78","    6477522","          4804903455.65","     107940","    1204874","         18.60"
"BHARATFIN","EQ","20-Apr-2017","        748.15","        754.00","        770.00","        754.00","        756.00","        757.20","        760.61","    3353773","          2550906069.35","      54414","     866572","         25.84"
"BHARATFIN","EQ","21-Apr-2017","        757.20","        763.25","        768.00","        743.00","        746.00","        748.40","        752.50","    2295215","          1727140321.30","      39221","     625776","         27.26"
"BHARATFIN","EQ","24-Apr-2017","        748.40","        751.50","        789.00","        748.40","        785.70","        785.50","        775.36","    5094979","          3950445218.20","      71881","    1527227","         29.98"
"BHARATFIN","EQ","25-Apr-2017","        785.50","        793.00","        811.25","        793.00","        800.50","        804.40","        803.58","    5334133","          4286379680.25","      75123","    1830223","         34.31"
"BHARATFIN","EQ","26-Apr-2017","        804.40","        804.40","        809.60","        778.55","        790.50","        790.30","        795.28","    2478862","          1971394420.85","      39934","     664468","         26.81"
"BHARATFIN","EQ","27-Apr-2017","        790.30","        792.00","        802.80","        784.00","        791.65","        792.15","        793.61","    2682365","          2128756946.40","      38502","     643954","         24.01"
"BHARATFIN","EQ","28-Apr-2017","        792.15","        795.25","        822.80","        780.20","        803.85","        803.65","        807.08","    8221885","          6635700239.30","     108844","    3900641","         47.44"
"BHARATFIN","EQ","02-May-2017","        803.65","        802.00","        810.00","        768.10","        783.00","        787.30","        791.38","    9371221","          7416168423.90","     133665","    3032963","         32.36"
"BHARATFIN","EQ","03-May-2017","        787.30","        788.00","        793.90","        777.20","        783.05","        783.50","        786.38","    2349292","          1847443478.95","      38975","     625779","         26.64"
"BHARATFIN","EQ","04-May-2017","        783.50","        785.00","        789.90","        775.00","        778.35","        781.50","        782.28","    1543554","          1207490545.90","      29512","     490659","         31.79"
"BHARATFIN","EQ","05-May-2017","        781.50","        784.00","        803.95","        777.00","        787.50","        790.10","        792.85","    3868470","          3067130919.80","      47520","    1108405","         28.65"
"BHARATFIN","EQ","08-May-2017","        790.10","        792.00","        795.00","        769.00","        770.85","        774.55","        779.30","    1646191","          1282869579.60","      26600","     518402","         31.49"
"BHARATFIN","EQ","09-May-2017","        774.55","        776.95","        778.00","        753.25","        763.00","        761.00","        764.53","    1798551","          1375044754.90","      28469","     533237","         29.65"
"BHARATFIN","EQ","10-May-2017","        761.00","        763.05","        769.00","        756.00","        761.00","        760.65","        761.23","    1692427","          1288327353.90","      23897","     494050","         29.19"
"BHARATFIN","EQ","11-May-2017","        760.65","        763.25","        803.85","        763.25","        777.50","        777.40","        787.29","    5644371","          4443757750.55","      92752","    1605319","         28.44"
"BHARATFIN","EQ","12-May-2017","        777.40","        778.80","        801.00","        778.70","        799.90","        797.60","        790.96","    4209106","          3329227414.60","      65320","    1566598","         37.22"
"BHARATFIN","EQ","15-May-2017","        797.60","        807.00","        817.55","        798.80","        810.00","        812.80","        810.59","    5275037","          4275884229.70","      84884","    2518097","         47.74"
"BHARATFIN","EQ","16-May-2017","        812.80","        814.70","        814.70","        790.65","        792.20","        793.65","        797.60","    1991707","          1588595390.80","      37976","     551734","         27.70"
"BHARATFIN","EQ","17-May-2017","        793.65","        791.00","        795.75","        775.75","        779.00","        780.05","        783.74","    2083066","          1632586117.05","      45240","     713706","         34.26"
"BHARATFIN","EQ","18-May-2017","        780.05","        774.00","        774.00","        720.00","        725.00","        727.85","        745.86","    3531028","          2633640657.25","      50469","    1366360","         38.70"
"BHARATFIN","EQ","19-May-2017","        727.85","        734.00","        747.80","        676.00","        698.00","        698.45","        712.74","    7047209","          5022861021.75","     115211","    2020772","         28.67"
"BHARATFIN","EQ","22-May-2017","        698.45","        704.90","        717.95","        690.00","        701.00","        704.60","        705.95","    4608233","          3253198206.15","      77573","    1342885","         29.14"
"BHARATFIN","EQ","23-May-2017","        704.60","        704.95","        708.15","        657.60","        662.00","        665.95","        674.11","    4327948","          2917533392.55","      72432","    1164433","         26.90"
"BHARATFIN","EQ","24-May-2017","        665.95","        671.00","        683.00","        651.00","        672.00","        670.45","        671.58","    4661432","          3130540574.95","      67205","    1870014","         40.12"
"BHARATFIN","EQ","25-May-2017","        670.45","        692.60","        743.50","        692.60","        731.00","        734.70","        719.25","    6758728","          4861199006.20","      88768","    1593328","         23.57"
"BHARATFIN","EQ","26-May-2017","        734.70","        732.00","        754.50","        727.30","        737.95","        739.65","        741.30","    3217563","          2385189152.75","      46299","     498176","         15.48"
"BHARATFIN","EQ","29-May-2017","        739.65","        735.00","        745.55","        707.10","        711.25","        712.85","        720.35","    2552814","          1838925008.25","      55769","     592854","         23.22"
"BHARATFIN","EQ","30-May-2017","        712.85","        701.95","        734.50","        695.00","        730.00","        728.45","        715.17","    2999658","          2145271599.80","      71413","     548986","         18.30"
"BHARATFIN","EQ","31-May-2017","        728.45","        733.00","        741.85","        724.00","        737.50","        735.70","        733.69","    1906320","          1398653474.10","      38328","     496715","         26.06"
"BHARATFIN","EQ","01-Jun-2017","        735.70","        737.00","        742.95","        725.15","        735.50","        734.05","        734.14","    1659952","          1218636051.00","      27415","     358467","         21.60"
"BHARATFIN","EQ","02-Jun-2017","        734.05","        738.50","        749.95","        733.75","        744.50","        744.25","        743.57","    1541676","          1146337429.50","      25892","     205439","         13.33"
"BHARATFIN","EQ","05-Jun-2017","        744.25","        744.50","        758.50","        738.60","        748.00","        747.35","        749.43","    1753696","          1314269875.00","      33998","     602491","         34.36"
"BHARATFIN","EQ","06-Jun-2017","        747.35","        749.65","        749.65","        722.65","        731.10","        732.55","        733.16","    1706863","          1251407680.05","      28125","     456083","         26.72"
"BHARATFIN","EQ","07-Jun-2017","        732.55","        735.10","        744.50","        732.15","        740.50","        739.80","        739.22","    1301882","           962373642.00","      23921","     357578","         27.47"
"BHARATFIN","EQ","08-Jun-2017","        739.80","        742.10","        745.70","        733.55","        741.60","        742.55","        740.59","    1023249","           757807999.30","      20222","     170886","         16.70"
"BHARATFIN","EQ","09-Jun-2017","        742.55","        739.30","        741.40","        727.00","        730.70","        731.00","        732.53","    1018346","           745972840.20","      22604","     305997","         30.05"
"BHARATFIN","EQ","12-Jun-2017","        731.00","        714.00","        723.95","        692.00","        692.55","        694.80","        703.85","    3983103","          2803517018.50","      65775","     919381","         23.08"
"BHARATFIN","EQ","13-Jun-2017","        694.80","        692.10","        701.50","        675.20","        676.20","        677.60","        686.42","    4287510","          2943044873.55","      62728","    1389890","         32.42"
"BHARATFIN","EQ","14-Jun-2017","        677.60","        675.00","        698.00","        663.30","        696.00","        694.30","        678.69","    5046778","          3425215322.85","      82137","    1399854","         27.74"
"BHARATFIN","EQ","15-Jun-2017","        694.30","        691.00","        708.40","        691.00","        703.30","        703.35","        702.35","    2967640","          2084315384.20","      47774","     965101","         32.52"
"BHARATFIN","EQ","16-Jun-2017","        703.35","        704.10","        714.80","        696.05","        711.85","        712.65","        706.84","    2217196","          1567196177.15","      44068","     525498","         23.70"
"BHARATFIN","EQ","19-Jun-2017","        712.65","        718.95","        718.95","        702.60","        710.00","        707.05","        706.68","    1596187","          1127992462.80","      40326","     681209","         42.68"
"BHARATFIN","EQ","20-Jun-2017","        707.05","        710.00","        729.40","        701.50","        725.00","        724.50","        719.31","    3257632","          2343249430.50","      49219","     887609","         27.25"
"BHARATFIN","EQ","21-Jun-2017","        724.50","        725.00","        733.00","        715.05","        719.50","        719.70","        723.04","    1577869","          1140862239.10","      25698","     173783","         11.01"
"BHARATFIN","EQ","22-Jun-2017","        719.70","        724.50","        731.15","        716.90","        718.90","        721.20","        725.78","    1820027","          1320934459.65","      22396","     597980","         32.86"
"BHARATFIN","EQ","23-Jun-2017","        721.20","        721.05","        723.00","        702.60","        713.00","        711.50","        711.60","    2099658","          1494117159.40","      31348","     696655","         33.18"
"BHARATFIN","EQ","27-Jun-2017","        711.50","        712.50","        713.00","        694.60","        705.00","        707.20","        702.30","    1545553","          1085435762.90","      31402","     372341","         24.09"
"BHARATFIN","EQ","28-Jun-2017","        707.20","        701.15","        709.00","        698.00","        702.90","        704.15","        703.20","    1036526","           728890190.10","      18753","     219262","         21.15"
"BHARATFIN","EQ","29-Jun-2017","        704.15","        704.90","        720.75","        704.00","        710.45","        708.80","        711.76","    1915130","          1363106826.95","      29447","     466109","         24.34"
"BHARATFIN","EQ","30-Jun-2017","        708.80","        708.80","        726.00","        702.10","        720.00","        720.65","        716.57","    2452148","          1757131216.85","      40226","     643856","         26.26"
"BHARATFIN","EQ","03-Jul-2017","        720.65","        724.80","        725.40","        715.00","        718.85","        718.65","        719.89","    1491227","          1073518867.70","      27814","     531779","         35.66"
"BHARATFIN","EQ","04-Jul-2017","        718.65","        720.00","        733.90","        716.15","        716.75","        718.95","        724.45","    2627247","          1903300873.90","      49260","    1017982","         38.75"
"BHARATFIN","EQ","05-Jul-2017","        718.95","        722.00","        744.95","        717.00","        743.00","        741.30","        731.39","    2860063","          2091819553.90","      44778","     986960","         34.51"
"BHARATFIN","EQ","06-Jul-2017","        741.30","        744.20","        748.00","        723.00","        724.40","        724.85","        737.59","    1650502","          1217399985.05","      25947","     569231","         34.49"
"BHARATFIN","EQ","07-Jul-2017","        724.85","        720.85","        744.35","        720.85","        739.50","        739.40","        735.70","    1955860","          1438917116.25","      29158","     400191","         20.46"
"BHARATFIN","EQ","10-Jul-2017","        739.40","        748.00","        770.50","        736.30","        767.55","        765.05","        760.40","     938306","           713485384.40","      16766","     262456","         27.97"
"BHARATFIN","EQ","11-Jul-2017","        765.05","        769.00","        774.65","        746.70","        750.50","        751.35","        763.24","    3062438","          2337379612.60","      69266","    1338820","         43.72"
"BHARATFIN","EQ","12-Jul-2017","        751.35","        752.00","        772.50","        741.25","        763.70","        765.10","        756.74","    2511477","          1900546135.45","      50232","     407764","         16.24"
"BHARATFIN","EQ","13-Jul-2017","        765.10","        769.05","        788.85","        766.00","        784.50","        786.35","        779.43","    3418865","          2664768115.65","      50426","    1376650","         40.27"
"BHARATFIN","EQ","14-Jul-2017","        786.35","        784.50","        798.90","        770.50","        793.00","        793.30","        787.08","    2368224","          1863991900.00","      39021","     422257","         17.83"
"BHARATFIN","EQ","17-Jul-2017","        793.30","        795.00","        805.50","        781.10","        790.20","        798.75","        792.47","    2095284","          1660451489.80","      31664","     395528","         18.88"
"BHARATFIN","EQ","18-Jul-2017","        798.75","        793.90","        798.70","        781.05","        785.30","        786.50","        790.24","    1877673","          1483817823.35","      39216","     658598","         35.08"
"BHARATFIN","EQ","19-Jul-2017","        786.50","        788.00","        789.95","        770.00","        771.00","        772.60","        777.48","    4180203","          3250005104.60","      37043","    1508132","         36.08"
"BHARATFIN","EQ","20-Jul-2017","        772.60","        774.40","        784.80","        774.00","        778.00","        777.10","        780.14","    1353694","          1056065452.85","      21803","     254226","         18.78"
"BHARATFIN","EQ","21-Jul-2017","        777.10","        781.00","        791.00","        768.80","        781.10","        780.95","        781.94","    1640138","          1282489042.35","      27303","     389522","         23.75"
"BHARATFIN","EQ","24-Jul-2017","        780.95","        784.70","        799.00","        777.60","        783.45","        784.85","        788.76","    1330741","          1049633407.30","      21866","     410119","         30.82"
"BHARATFIN","EQ","25-Jul-2017","        784.85","        786.50","        797.00","        782.00","        793.70","        793.30","        790.22","    1021328","           807069172.35","      18018","     198350","         19.42"
"BHARATFIN","EQ","26-Jul-2017","        793.30","        794.50","        813.80","        771.00","        789.50","        789.75","        798.26","    7844622","          6262029384.75","     123447","    1429273","         18.22"
"BHARATFIN","EQ","27-Jul-2017","        789.75","        796.00","        832.80","        795.90","        817.00","        818.50","        817.15","    8556576","          6992020219.10","     113612","    2855612","         33.37"
"BHARATFIN","EQ","28-Jul-2017","        818.50","        821.45","        855.80","        816.00","        852.65","        849.05","        836.92","    4756210","          3980559259.45","      85581","    1862468","         39.16"
"BHARATFIN","EQ","31-Jul-2017","        849.05","        853.30","        861.90","        840.15","        844.00","        844.80","        849.86","    2718509","          2310363939.90","      51423","     964401","         35.48"
"BHARATFIN","EQ","01-Aug-2017","        844.80","        847.00","        856.80","        841.00","        851.00","        851.80","        849.78","    1300144","          1104838007.90","      23246","     280152","         21.55"
"BHARATFIN","EQ","02-Aug-2017","        851.80","        854.55","        855.20","        838.45","        842.00","        842.10","        846.37","    1275155","          1079247737.25","      21014","     379045","         29.73"
"BHARATFIN","EQ","03-Aug-2017","        842.10","        844.85","        849.30","        819.00","        819.35","        822.00","        832.97","    1644149","          1369527976.45","      50131","     645054","         39.23"
"BHARATFIN","EQ","04-Aug-2017","        822.00","        817.70","        843.00","        811.10","        841.70","        840.45","        828.97","    1834609","          1520832061.85","      32029","     390474","         21.28"
"BHARATFIN","EQ","07-Aug-2017","        840.45","        843.00","        848.55","        823.50","        830.30","        829.80","        839.24","    1118511","           938697301.20","      23279","     301040","         26.91"
"BHARATFIN","EQ","08-Aug-2017","        829.80","        832.40","        835.90","        813.00","        813.00","        815.95","        822.10","    1086457","           893170947.90","      22382","     169070","         15.56"
"BHARATFIN","EQ","09-Aug-2017","        815.95","        813.00","        825.90","        788.05","        788.50","        797.30","        809.17","    1455403","          1177663395.35","      25068","     263827","         18.13"
"BHARATFIN","EQ","10-Aug-2017","        797.30","        792.10","        807.20","        761.80","        789.55","        780.25","        787.44","    2366053","          1863125452.20","      32555","     790840","         33.42"
"BHARATFIN","EQ","11-Aug-2017","        780.25","        756.85","        792.60","        753.00","        786.15","        785.90","        776.86","    2126018","          1651628542.85","      29853","     549022","         25.82"
